Symbol,MA10,MA30,Volume,Avg_Volume,Change,Signal
ADGM,1.114,1.0168,25100.0,227930.0,-6.194695,1.0
ADGM,1.138,1.024133,155000.0,235890.0,16.981139,0.0
ADGM,1.15,1.032133,287300.0,202370.0,4.032254,1.0
ADGM,1.16,1.0378,159200.0,132150.0,3.875975,0.0
ADGM,1.172,1.043467,134100.0,129030.0,-3.731349,1.0
ADGM,1.211,1.052467,562600.0,172600.0,15.50388,0.0
ADGM,1.243,1.062133,141700.0,179250.0,-6.040271,1.0
ADGM,1.281,1.079633,107800.0,177620.0,9.285714,0.0
ADGM,1.318,1.094867,51100.0,172200.0,-7.843138,0.0
ADGM,1.3608,1.117133,83500.0,170740.0,10.496454,0.0
ADGM,1.4088,1.139033,44100.0,172640.0,-1.155328,0.0
ADGM,1.3681,1.1387,756800.0,232820.0,-45.909089,1.0
ADGM,1.3345,1.143067,337400.0,237830.0,14.525809,1.0
ADGM,1.3055,1.152233,77100.0,229620.0,10.062889,0.0
ADGM,1.2835,1.1629,112500.0,227460.0,1.904772,0.0
ADGM,1.245,1.172433,77400.0,178940.0,3.271025,0.0
ADGM,1.211,1.177067,47200.0,169490.0,-4.072405,1.0
ADGM,1.164,1.178733,11400.0,159850.0,0.0,0.0
ADGM,1.127,1.180667,13300.0,156070.0,-1.886791,0.0
ADGM,1.0827,1.184167,45100.0,152230.0,7.211543,0.0
ADGM,1.0317,1.184833,40400.0,151860.0,-7.623322,0.0
ADGM,1.0564,1.1875,12800.0,77460.0,4.854376,0.0
ADGM,1.061,1.181833,53000.0,49020.0,-7.407411,0.0
ADGM,1.047,1.170833,31700.0,44480.0,-8.999997,0.0
ADGM,1.0303,1.161933,29500.0,36180.0,-0.769234,0.0
ADGM,1.0063,1.1541,41400.0,32580.0,-4.208194,0.0
ADGM,0.9868,1.146933,44200.0,32280.0,0.0,1.0
ADGM,0.9626,1.135867,38000.0,34940.0,-5.433525,1.0
ADGM,0.9376,1.127533,100300.0,43640.0,-3.422982,1.0
ADGM,0.9196,1.121033,38400.0,42970.0,18.354427,0.0
ADGM,0.9116,1.117367,58200.0,44750.0,1.604277,0.0
ADGM,0.8976,1.107367,40200.0,47490.0,-1.052631,0.0
ADGM,0.8781,1.0912,100200.0,52210.0,-14.361701,0.0
ADGM,0.8711,1.074533,14900.0,50530.0,4.347822,0.0
ADGM,0.8619,1.058567,18800.0,49460.0,-3.452379,0.0
ADGM,0.8545,1.035267,12300.0,46550.0,-2.466089,0.0
ADGM,0.8421,1.0133,38100.0,45940.0,-6.321114,0.0
ADGM,0.8378,0.988133,31400.0,45280.0,4.588391,0.0
ADGM,0.8386,0.967733,11700.0,36420.0,2.967742,0.0
ADGM,0.8226,0.941633,21100.0,34690.0,-2.882206,0.0
ADGM,0.8056,0.9163,24700.0,31340.0,0.645161,1.0
ADGM,0.7883,0.9141,3300.0,27650.0,-1.666661,1.0
ADGM,0.7885,0.9092,12400.0,18870.0,5.215119,1.0
ADGM,0.7934,0.903833,14700.0,18850.0,10.161093,0.0
ADGM,0.8046,0.898933,39500.0,20920.0,3.82452,0.0
ADGM,0.9035,0.921433,115479200.0,11567610.0,92.849406,0.0
LGMK,2.0525,2.6325,112700.0,589796.4,2.247196,0.0
LGMK,2.0055,2.627667,661000.0,531981.2,11.538457,0.0
LGMK,1.983,2.604333,313700.0,507120.0,-6.403941,1.0
LGMK,1.912,2.575333,279400.0,367320.0,-6.31579,1.0
LGMK,1.883,2.539167,343500.0,370240.0,3.37079,0.0
LGMK,1.892,2.522833,1130600.0,438920.0,14.673905,0.0
LGMK,1.883,2.5015,580800.0,422840.0,-7.108998,0.0
LGMK,1.878,2.465833,272800.0,423840.0,-6.632653,0.0
LGMK,1.883,2.4285,227700.0,418230.0,-2.732244,0.0
LGMK,1.881,2.377167,135200.0,405740.0,-1.123594,0.0
LGMK,1.868,2.344333,227400.0,417210.0,-3.977269,0.0
LGMK,1.835,2.3185,188300.0,369940.0,0.591715,0.0
LGMK,1.805,2.294333,251900.0,363760.0,-5.882354,0.0
LGMK,1.78,2.260333,157800.0,351600.0,-4.375003,1.0
LGMK,1.752,2.230667,259700.0,343220.0,1.960782,0.0
LGMK,1.699,2.185833,193300.0,249490.0,1.282058,1.0
LGMK,1.667,2.138,158600.0,207270.0,3.797465,0.0
LGMK,1.647,2.0815,734000.0,253390.0,-0.609756,0.0
LGMK,1.637,1.988333,172100.0,247830.0,3.067482,0.0
LGMK,1.627,1.927,167100.0,251020.0,-1.190475,0.0
LGMK,1.622,1.8475,206200.0,248900.0,-1.204818,0.0
LGMK,1.602,1.814167,264800.0,256550.0,-8.536585,1.0
LGMK,1.608,1.798667,520600.0,283420.0,10.666664,0.0
LGMK,1.624,1.772,1045100.0,372150.0,1.807234,0.0
LGMK,1.631,1.755333,507300.0,396910.0,-3.550299,0.0
LGMK,1.624,1.738333,389600.0,416540.0,-7.361964,0.0
LGMK,1.602,1.717333,314800.0,432160.0,-5.960267,0.0
LGMK,1.578,1.701,140200.0,372780.0,-2.112674,0.0
LGMK,1.554,1.691333,167800.0,372350.0,3.597127,0.0
LGMK,1.534,1.680667,456700.0,401310.0,1.388888,0.0
LGMK,1.514,1.668,101700.0,390860.0,-1.369862,0.0
LGMK,1.507,1.648,67400.0,371120.0,-0.694452,0.0
LGMK,1.482,1.631667,57800.0,324840.0,-1.3986,0.0
LGMK,1.454,1.619333,79100.0,228240.0,0.0,0.0
LGMK,1.42,1.601,209600.0,198470.0,-8.510639,0.0
LGMK,1.398,1.573667,103100.0,169820.0,0.0,0.0
LGMK,1.386,1.551667,93300.0,147670.0,0.775193,0.0
LGMK,1.372,1.532333,65500.0,140200.0,-3.84615,0.0
LGMK,1.347,1.512667,99600.0,133380.0,-4.799995,0.0
LGMK,1.315,1.492,62100.0,93920.0,-4.201686,0.0
LGMK,1.289,1.475,95000.0,93250.0,3.508769,0.0
LGMK,1.261,1.456667,79900.0,94500.0,-2.542371,0.0
LGMK,1.234,1.441333,94400.0,98160.0,-0.869564,0.0
LGMK,1.196,1.424667,619000.0,152150.0,-9.649124,0.0
LGMK,1.167,1.406,182300.0,149420.0,-2.912619,0.0
LGMK,1.1345,1.3855,65200.0,145630.0,-3.500003,0.0
LGMK,1.0955,1.361167,149800.0,151280.0,-5.699477,0.0
LGMK,1.0525,1.334167,163500.0,161080.0,-9.890113,0.0
LGMK,1.0033,1.301433,191900.0,170310.0,-14.878046,0.0
LGMK,0.9598,1.2696,220600.0,186160.0,1.002861,0.0
LGMK,0.9093,1.237433,501300.0,226790.0,-4.255315,0.0
LGMK,0.8532,1.207067,927500.0,311550.0,-12.740744,0.0
LGMK,0.7687,1.161567,8740900.0,1176200.0,-49.915111,0.0
LGMK,0.6929,1.1143,9417800.0,2056080.0,-7.796601,0.0
LGMK,0.6188,1.0686,6408700.0,2678720.0,-4.779416,0.0
LGMK,0.548,1.026833,3584600.0,3030660.0,-0.772202,0.0
LGMK,0.4829,0.988133,12288800.0,4244560.0,0.778212,0.0
LGMK,0.4257,0.950067,14237000.0,5651910.0,-4.247107,0.0
LGMK,0.3758,0.9087,9558300.0,6588550.0,-19.758063,0.0
LGMK,0.326,0.866933,4573800.0,7023870.0,4.020101,0.0
LGMK,0.2768,0.825033,6312900.0,7605030.0,-11.594205,0.0
LGMK,0.2362,0.783467,4724400.0,7984720.0,0.0,0.0
LGMK,0.2241,0.742267,3367400.0,7447370.0,-4.918035,1.0
LGMK,0.2155,0.701467,3398300.0,6845420.0,6.896557,0.0
LGMK,0.2078,0.664533,2224000.0,6426950.0,-2.150542,0.0
LGMK,0.2026,0.628367,8042900.0,6872780.0,12.637364,0.0
LGMK,0.1953,0.591233,3467300.0,5990630.0,-9.26829,0.0
LGMK,0.1888,0.555667,6081400.0,5175070.0,-1.612906,0.0
LGMK,0.1868,0.521967,1406900.0,4359930.0,-2.185789,0.0
LGMK,0.1832,0.489667,1772800.0,4079830.0,-4.469274,0.0
LGMK,0.1826,0.456233,2376300.0,3686170.0,3.50877,0.0
LGMK,0.1827,0.424033,3894900.0,3603220.0,3.954802,0.0
LGMK,0.1832,0.392,1860600.0,3452540.0,-2.717389,0.0
LGMK,0.1814,0.363267,1270800.0,3239790.0,-6.145255,0.0
LGMK,0.1782,0.334933,3801600.0,3397550.0,-10.714281,0.0
LGMK,0.1704,0.307,4885800.0,3081840.0,-15.333334,0.0
LGMK,0.1631,0.280433,5448200.0,3279930.0,-11.023626,0.0
LGMK,0.1534,0.255967,21435100.0,4815300.0,-23.893801,0.0
LGMK,0.1447,0.235767,10867300.0,5761340.0,6.976741,0.0
LGMK,0.1327,0.213967,54047100.0,10988770.0,-44.565219,0.0
LGMK,0.1175,0.1923,161363600.0,26887500.0,-50.980391,0.0
LGMK,0.1011,0.173333,82513500.0,34749360.0,-20.000003,0.0
LGMK,0.0851,0.164133,172124300.0,51775730.0,-5.000001,0.0
LGMK,0.0702,0.1557,259361800.0,77584830.0,0.0,0.0
LGMK,0.0568,0.1476,163474600.0,93552130.0,-15.789467,0.0
LGMK,0.0456,0.139533,94925700.0,102556120.0,-6.250007,0.0
LGMK,0.0356,0.131333,119977400.0,114009040.0,-13.33333,0.0
LGMK,0.0283,0.1235,161561100.0,128021640.0,0.0,0.0
LGMK,0.0202,0.117233,237197400.0,150654650.0,-15.384618,1.0
LGMK,0.016,0.110633,131223300.0,158372270.0,-18.181821,1.0
LGMK,0.0145,0.104867,264709300.0,168706840.0,11.111113,0.0
LGMK,0.0138,0.0992,197747900.0,180230280.0,30.000006,0.0
LGMK,0.0131,0.0938,167559800.0,179773830.0,-7.692309,0.0
LGMK,0.0122,0.087933,140642700.0,167901920.0,-16.666669,0.0
LGMK,0.0115,0.082167,76750200.0,159229480.0,-10.000002,0.0
AREC,1.1234,1.0686,265700.0,358220.0,-4.799995,0.0
AREC,1.1523,1.074933,256900.0,335400.0,0.0,0.0
AREC,1.187,1.085267,681300.0,384580.0,10.924369,0.0
AREC,1.198,1.0926,354500.0,394770.0,-6.060609,0.0
AREC,1.209,1.097933,317700.0,404380.0,-5.645165,0.0
AREC,1.223,1.1058,229800.0,393050.0,4.273511,0.0
AREC,1.226,1.113133,387200.0,389570.0,0.819671,0.0
AREC,1.224,1.119467,220700.0,320130.0,-1.626015,0.0
AREC,1.225,1.1238,189300.0,314680.0,1.652891,0.0
AREC,1.223,1.129467,192300.0,309540.0,0.0,0.0
AREC,1.223,1.134467,129100.0,295880.0,-3.252029,0.0
AREC,1.22,1.138133,197500.0,289940.0,-2.521016,0.0
AREC,1.196,1.140467,222500.0,244060.0,-6.896545,0.0
AREC,1.175,1.141133,450400.0,253650.0,-4.629636,0.0
AREC,1.164,1.142467,238500.0,245730.0,2.912619,0.0
AREC,1.149,1.1438,223100.0,245060.0,0.943407,0.0
AREC,1.13,1.144467,355500.0,241890.0,-2.803747,0.0
AREC,1.1125,1.143967,181000.0,237920.0,-0.480769,1.0
AREC,1.0975,1.142967,122900.0,231280.0,4.347834,0.0
AREC,1.0775,1.1363,358700.0,247920.0,-4.629636,0.0
AREC,1.0685,1.1383,278100.0,262820.0,6.796122,0.0
AREC,1.0535,1.141933,629400.0,306010.0,-8.181821,0.0
AREC,1.0112,1.1314,2534400.0,537200.0,-34.950494,1.0
AREC,0.9769,1.116633,1048200.0,596980.0,4.566206,0.0
AREC,0.9494,1.107467,1626200.0,735750.0,14.264928,0.0
AREC,0.9174,1.096467,349900.0,748430.0,-4.458602,0.0
AREC,0.8855,1.0805,279100.0,740790.0,-3.866665,0.0
AREC,0.8488,1.061767,478700.0,770560.0,-7.350906,1.0
AREC,0.8122,1.0449,216400.0,779910.0,6.886228,0.0
AREC,0.7819,1.027467,81400.0,752180.0,1.82073,0.0
AREC,0.7444,1.011967,73900.0,731760.0,-0.2751,1.0
AREC,0.7144,0.995967,134600.0,682280.0,-2.068972,0.0
AREC,0.7215,0.976233,142300.0,443070.0,2.535212,0.0
AREC,0.7298,0.960567,271300.0,365380.0,5.76923,0.0
AREC,0.725,0.946133,268300.0,229590.0,-4.285713,0.0
AREC,0.724,0.930133,199000.0,214500.0,0.407058,0.0
AREC,0.7265,0.914,203400.0,206930.0,0.810808,0.0
AREC,0.7292,0.896833,292100.0,188270.0,-6.836461,0.0
AREC,0.7298,0.879833,630200.0,229650.0,3.597127,0.0
AREC,0.7259,0.861767,109000.0,232410.0,-4.444445,0.0
AREC,0.7197,0.8442,226600.0,247680.0,-3.633726,0.0
AREC,0.7132,0.827033,210700.0,255290.0,-2.714933,0.0
AREC,0.7084,0.8137,568700.0,297930.0,5.426361,0.0
AREC,0.6979,0.801533,438600.0,314660.0,-2.20588,0.0
AREC,0.6898,0.788067,395400.0,327370.0,-1.353384,0.0
AREC,0.6778,0.773067,390500.0,346520.0,-5.487807,0.0
AREC,0.6717,0.761233,800600.0,406240.0,10.483871,0.0
AREC,0.6687,0.7489,512800.0,428310.0,-2.919705,0.0
AREC,0.6604,0.734133,206300.0,385920.0,-4.210526,0.0
AREC,0.6544,0.720733,261400.0,401160.0,-1.412873,0.0
AREC,0.6521,0.7054,204500.0,398950.0,1.910822,0.0
AREC,0.6496,0.6924,256300.0,403510.0,-3.124997,0.0
AREC,0.642,0.690633,184800.0,365120.0,-2.58065,0.0
AREC,0.6343,0.687333,223900.0,343650.0,-2.649002,0.0
AREC,0.6261,0.6803,219500.0,326060.0,-2.380952,0.0
AREC,0.6178,0.6732,243200.0,311330.0,-6.445993,0.0
AREC,0.6041,0.667433,568300.0,288100.0,2.048413,0.0
AREC,0.588,0.661967,309400.0,267760.0,-8.029192,1.0
AREC,0.5773,0.655833,254100.0,272540.0,5.158723,1.0
AREC,0.5715,0.6506,13119400.0,1558340.0,7.547174,1.0
AREC,0.5718,0.647867,15208000.0,3058690.0,12.80702,0.0
AREC,0.5732,0.645333,2296300.0,3262690.0,-1.399689,0.0
AREC,0.578,0.6428,1294800.0,3373690.0,2.839118,0.0
AREC,0.5812,0.6378,1696300.0,3520930.0,-4.907976,0.0
AREC,0.5841,0.633333,605200.0,3559500.0,-2.741939,0.0
AREC,0.586,0.6272,701200.0,3605300.0,-7.79436,0.0
AREC,0.5795,0.618433,1472600.0,3695730.0,-13.129494,0.0
AREC,0.5798,0.612167,856200.0,3750410.0,4.968948,0.0
AREC,0.5758,0.6045,516600.0,3776660.0,-3.353061,0.0
AREC,0.5651,0.597,737500.0,2538470.0,-5.510206,0.0
AREC,0.5488,0.5909,407000.0,1058370.0,3.671704,0.0
AREC,0.5338,0.585533,337800.0,862520.0,0.833335,0.0
AREC,0.5163,0.578767,242900.0,757330.0,-1.446281,0.0
AREC,0.5001,0.571867,191900.0,606890.0,-3.983227,1.0
AREC,0.484,0.564733,636000.0,609970.0,-3.49345,1.0
AREC,0.4784,0.560733,10006700.0,1540520.0,13.122172,1.0
AREC,0.4924,0.558667,2499900.0,1643250.0,24.600005,0.0
AREC,0.5009,0.556233,1302000.0,1687830.0,-4.975926,0.0
AREC,0.5069,0.553333,829200.0,1719090.0,-7.094594,0.0
AREC,0.5136,0.550067,574500.0,1702790.0,-3.636371,0.0
AREC,0.5146,0.545067,885300.0,1750620.0,-7.547163,0.0
AREC,0.5129,0.539967,512500.0,1768090.0,-4.693878,0.0
AREC,0.5087,0.534333,571500.0,1800950.0,-6.852249,0.0
AREC,0.5072,0.5295,350400.0,1816800.0,1.839077,0.0
AREC,0.5045,0.5242,517100.0,1804910.0,-6.320541,0.0
AREC,0.4953,0.5199,8153800.0,1619620.0,-1.686747,1.0
AREC,0.4757,0.515867,1009900.0,1470620.0,4.656861,1.0
AREC,0.4568,0.5125,1123700.0,1452790.0,-5.620607,1.0
AREC,0.4494,0.5107,898800.0,1459750.0,18.114147,1.0
AREC,0.4441,0.5076,400900.0,1442390.0,0.210081,1.0
AREC,0.4432,0.5022,346300.0,1388490.0,0.838576,1.0
AREC,0.46,0.502233,105774000.0,11914640.0,32.016628,1.0
AREC,0.477,0.500667,6892100.0,12546700.0,-4.724405,0.0
AREC,0.5437,0.517,69399100.0,19451570.0,83.471071,0.0
AREC,0.6312,0.5399,65718800.0,25971740.0,16.216211,0.0
SXTC,0.3909,0.4934,26700.0,104700.0,-1.234567,0.0
SXTC,0.3913,0.485433,78300.0,93500.0,-2.250001,0.0
SXTC,0.3923,0.476067,154900.0,98200.0,1.790281,0.0
SXTC,0.391,0.466333,217800.0,108040.0,-5.778895,1.0
SXTC,0.3892,0.458133,112700.0,111210.0,-2.666664,1.0
SXTC,0.3872,0.4503,197900.0,118320.0,1.369862,1.0
SXTC,0.3972,0.447233,28199300.0,2927090.0,30.540542,0.0
SXTC,0.4007,0.4419,1286100.0,3048850.0,-10.973085,0.0
SXTC,0.4041,0.4356,352200.0,3080950.0,-1.395352,0.0
SXTC,0.4039,0.429767,212700.0,3083860.0,-4.95283,0.0
SXTC,0.4024,0.423967,195900.0,3100780.0,-4.466503,0.0
SXTC,0.3998,0.418467,193200.0,3112270.0,-5.1948,0.0
SXTC,0.3941,0.413867,528200.0,3149600.0,-6.575347,0.0
SXTC,0.3901,0.4082,223300.0,3150150.0,-1.759526,0.0
SXTC,0.3876,0.4041,161500.0,3155030.0,1.492536,1.0
SXTC,0.3826,0.398933,669300.0,3202170.0,-5.882356,1.0
SXTC,0.369,0.394233,122300.0,394470.0,8.437503,1.0
SXTC,0.365,0.391033,3809100.0,646770.0,12.391926,1.0
SXTC,0.3676,0.390367,7486000.0,1360150.0,15.384617,1.0
SXTC,0.3691,0.388967,836200.0,1422500.0,-7.111106,1.0
SXTC,0.3746,0.3893,3455800.0,1748490.0,5.263154,1.0
SXTC,0.3889,0.393333,3658700.0,2095040.0,15.45455,0.0
SXTC,0.4036,0.396667,814400.0,2123660.0,-3.93701,1.0
SXTC,0.422,0.401033,674700.0,2168800.0,6.352457,0.0
SXTC,0.4408,0.405867,3632100.0,2515860.0,1.734105,0.0
SXTC,0.4628,0.410867,1293500.0,2578280.0,2.272732,0.0
SXTC,0.4767,0.4143,407100.0,2606760.0,-10.000003,0.0
SXTC,0.4846,0.416767,502600.0,2276110.0,-3.49794,0.0
SXTC,0.4818,0.417833,308800.0,1558390.0,-10.021326,0.0
SXTC,0.4802,0.417733,196700.0,1494440.0,-4.739332,0.0
SXTC,0.4755,0.4175,224700.0,1171330.0,-2.238807,1.0
SXTC,0.4657,0.418133,88100.0,814270.0,4.325697,0.0
SXTC,0.4579,0.418533,188900.0,751720.0,0.0,0.0
SXTC,0.4486,0.420233,107500.0,695000.0,3.90244,0.0
SXTC,0.4369,0.421767,132900.0,345080.0,-3.521123,1.0
SXTC,0.422,0.422467,88000.0,224530.0,-4.866183,1.0
SXTC,0.4166,0.420767,531200.0,236940.0,10.485936,0.0
SXTC,0.4156,0.421733,550600.0,241740.0,6.249995,0.0
SXTC,0.4181,0.4225,948700.0,305730.0,-2.614378,0.0
SXTC,0.419,0.422767,665900.0,352650.0,-8.053688,0.0
SXTC,0.4208,0.423633,223800.0,352560.0,0.0,0.0
SXTC,0.4208,0.425133,300500.0,373800.0,-0.243313,0.0
SXTC,0.4194,0.426967,160400.0,370950.0,-3.414634,0.0
SXTC,0.4167,0.4291,119000.0,372100.0,0.757574,0.0
SXTC,0.4151,0.430933,202700.0,379080.0,-1.002501,0.0
SXTC,0.4157,0.4335,48600.0,375140.0,0.50633,0.0
SXTC,0.411,0.434767,119500.0,333970.0,-3.022676,0.0
SXTC,0.4035,0.434567,104300.0,289340.0,-0.259737,0.0
SXTC,0.3965,0.432133,49700.0,199440.0,-1.822916,0.0
SXTC,0.3947,0.4313,111200.0,143970.0,4.244032,0.0
SXTC,0.3922,0.4295,64400.0,128030.0,-1.78117,0.0
SXTC,0.3894,0.4253,68300.0,104810.0,-1.036272,0.0
SXTC,0.3876,0.421633,105200.0,99290.0,-1.047123,0.0
SXTC,0.3853,0.416867,96000.0,96990.0,-0.529102,1.0
SXTC,0.3833,0.411767,281700.0,104890.0,-0.265954,1.0
SXTC,0.3778,0.405167,1556000.0,255630.0,-8.799998,1.0
SXTC,0.4233,0.416967,29139700.0,3157650.0,145.614022,1.0
SXTC,0.8859,0.568333,1267100.0,3273930.0,496.428617,0.0
SXTC,1.3072,0.707267,205600.0,3289520.0,-8.383235,0.0
SXTC,1.7179,0.843867,106700.0,3289070.0,-1.960788,0.0
SXTC,2.1303,0.9811,126400.0,3295270.0,0.222227,1.0
SXTC,2.5421,1.117433,82600.0,3296700.0,-0.221735,1.0
SXTC,2.9733,1.2601,45100.0,3290690.0,4.222223,0.0
SXTC,3.4362,1.412733,41000.0,3285190.0,6.716419,0.0
SXTC,3.9527,1.5837,85700.0,3265590.0,10.689307,0.0
SXTC,4.3498,1.714433,117600.0,3121750.0,-22.14801,0.0
SXTC,4.5428,1.792367,162600.0,224040.0,-35.775566,0.0
SXTC,4.3408,1.876733,63100.0,103640.0,7.942239,0.0
SXTC,4.1928,1.9655,24800.0,85560.0,4.013374,0.0
SXTC,4.0208,2.044467,35200.0,78410.0,-10.61093,0.0
SXTC,3.8518,2.124767,82900.0,74060.0,1.438848,0.0
SXTC,3.6638,2.198433,37300.0,69530.0,-7.0922,1.0
SXTC,3.4752,2.2787,38800.0,68900.0,7.022902,0.0
SXTC,3.2418,2.354433,23500.0,67150.0,-4.74322,1.0
SXTC,2.9648,2.4336,12500.0,59830.0,3.706476,1.0
SXTC,2.7965,2.508033,12700.0,49340.0,-5.054147,1.0
SXTC,2.8005,2.588867,22400.0,35320.0,6.8441,0.0
SXTC,2.8095,2.678733,42000.0,33210.0,9.60854,0.0
SXTC,2.7755,2.7585,37900.0,34520.0,-10.064933,0.0
SXTC,2.7695,2.836067,21700.0,33170.0,-1.805052,0.0
SXTC,2.7624,2.914833,15200.0,26400.0,1.066178,0.0
SXTC,2.7499,2.985267,33700.0,26040.0,-9.23973,0.0
SXTC,2.7265,3.058333,26300.0,24790.0,3.006014,0.0
SXTC,2.7164,3.131467,55000.0,27940.0,0.0,0.0
SXTC,2.6834,3.2003,13500.0,28040.0,-5.058361,0.0
SXTC,2.6654,3.270567,32200.0,29990.0,0.409836,1.0
SXTC,2.6454,3.329567,8600.0,28610.0,6.530606,0.0
SXTC,2.5864,3.245567,14000.0,25810.0,-4.597697,0.0
SXTC,2.5954,3.1879,84000.0,30420.0,14.859433,0.0
SXTC,2.5894,3.126567,63200.0,34570.0,-6.993001,0.0
SXTC,2.5635,3.059233,29200.0,35970.0,-6.39098,0.0
SXTC,2.564,2.992567,15100.0,34110.0,0.401606,0.0
SXTC,2.477,2.8929,192300.0,50710.0,-31.999998,0.0
SXTC,2.3189,2.759033,597700.0,104980.0,-41.82353,0.0
SXTC,2.2909,2.646367,51735000.0,5277130.0,118.40243,0.0
TLRY,1.341,1.516,11141000.0,24176290.0,-2.189779,0.0
TLRY,1.34,1.507667,26576000.0,24311320.0,0.0,0.0
TLRY,1.338,1.498333,29922300.0,24375880.0,-2.985081,0.0
TLRY,1.335,1.484,18327300.0,23873920.0,-1.53846,0.0
TLRY,1.336,1.471333,37501500.0,24830820.0,1.562499,0.0
TLRY,1.333,1.459333,34431100.0,25232160.0,-1.53846,0.0
TLRY,1.33,1.446667,41495100.0,27182750.0,2.343748,0.0
TLRY,1.316,1.431667,31800900.0,27262420.0,-2.290074,0.0
TLRY,1.306,1.416667,38814500.0,28995610.0,-1.562499,0.0
TLRY,1.29,1.400667,32153300.0,30216300.0,-3.96825,0.0
TLRY,1.275,1.385667,48548000.0,33957000.0,-1.652891,0.0
TLRY,1.261,1.371,30605700.0,34359970.0,0.840335,0.0
TLRY,1.255,1.354667,26891600.0,34056900.0,3.33333,0.0
TLRY,1.243,1.334333,27623600.0,34986530.0,-6.451616,1.0
TLRY,1.229,1.321667,25584400.0,33794820.0,0.0,1.0
TLRY,1.227,1.312,38436400.0,34195350.0,8.620692,1.0
TLRY,1.239,1.31,86654700.0,38711310.0,13.49206,0.0
TLRY,1.252,1.310333,52686700.0,40799890.0,-1.3986,0.0
TLRY,1.274,1.310667,33490800.0,40267520.0,4.964543,0.0
TLRY,1.296,1.310333,40746600.0,41126850.0,-3.378383,0.0
TLRY,1.313,1.309667,43789300.0,40650980.0,-4.8951,1.0
TLRY,1.326,1.309,36553200.0,41245730.0,-2.20588,1.0
TLRY,1.348,1.313667,56934300.0,44250000.0,9.774435,0.0
TLRY,1.377,1.318333,41739300.0,45661570.0,-0.684931,0.0
TLRY,1.401,1.322,45423600.0,47645490.0,-3.448281,0.0
TLRY,1.42,1.326667,51640000.0,48965850.0,3.571434,0.0
TLRY,1.414,1.327667,52270400.0,45527420.0,-5.517244,0.0
TLRY,1.396,1.321333,60841800.0,46342930.0,-10.218977,0.0
TLRY,1.366,1.315333,23368300.0,45330680.0,-4.065046,0.0
TLRY,1.341,1.309,37129600.0,44968980.0,0.0,0.0
TLRY,1.323,1.303667,36241700.0,44214220.0,0.0,0.0
TLRY,1.308,1.298333,51750300.0,45733930.0,0.0,0.0
TLRY,1.282,1.295,33919200.0,43432420.0,1.694924,0.0
TLRY,1.254,1.291333,52710100.0,44529500.0,-2.500007,0.0
TLRY,1.227,1.285667,37645400.0,43751680.0,-3.4188,0.0
TLRY,1.194,1.280333,42612800.0,42848960.0,-0.884955,0.0
TLRY,1.171,1.274667,36231700.0,41245090.0,1.785713,0.0
TLRY,1.158,1.268667,34541800.0,38615090.0,-3.508769,0.0
TLRY,1.149,1.263,27784100.0,39056670.0,-0.90909,0.0
TLRY,1.135,1.257333,61394600.0,41483170.0,-4.587162,0.0
TLRY,1.13,1.255333,45659700.0,42424970.0,8.65385,0.0
TLRY,1.117,1.250333,38419200.0,41091860.0,-7.07965,0.0
TLRY,1.096,1.242,53946100.0,43094550.0,-5.714281,1.0
TLRY,1.079,1.236667,38293500.0,41652890.0,1.0101,0.0
TLRY,1.073,1.233667,113132500.0,49201600.0,7.000005,0.0
TLRY,1.067,1.227,62162000.0,51156520.0,-0.93459,0.0
TLRY,1.053,1.212667,66160600.0,54149410.0,-5.660372,0.0
TLRY,1.041,1.198333,80260500.0,58721280.0,-1.999998,0.0
TLRY,1.026,1.180333,43383400.0,60281210.0,-4.081635,0.0
TLRY,1.017,1.164333,29012000.0,57042950.0,1.063829,0.0
TLRY,0.998,1.150333,41674000.0,56644380.0,-1.052631,0.0
TLRY,0.986,1.137,26169900.0,55419450.0,-1.063829,0.0
TLRY,0.976,1.118,56003500.0,55625190.0,-4.301078,1.0
TLRY,0.963,1.098667,56611100.0,57456950.0,-2.247189,0.0
TLRY,0.943,1.081,33350900.0,49478790.0,0.0,0.0
TLRY,0.932,1.064333,82171200.0,51479710.0,9.1954,0.0
TLRY,0.916,1.046667,40490900.0,48912740.0,-11.578949,0.0
TLRY,0.899,1.032667,36569900.0,44543680.0,-3.571425,0.0
TLRY,0.885,1.02,18312800.0,42036620.0,-1.234567,0.0
TLRY,0.866,1.006,31831300.0,42318550.0,-5.000003,0.0
TLRY,0.846,0.991333,41344400.0,42285590.0,-2.631576,0.0
TLRY,0.821,0.974667,32186500.0,42887250.0,-8.108108,0.0
TLRY,0.801,0.957667,34341400.0,40721040.0,1.470587,0.0
TLRY,0.786,0.942667,48891400.0,39949070.0,4.347831,0.0
TLRY,0.767,0.927667,30895400.0,39703520.0,-5.555558,0.0
TLRY,0.741,0.913333,41010500.0,35587450.0,1.470587,0.0
TLRY,0.722,0.897,23872200.0,33925580.0,-5.797105,0.0
TLRY,0.702,0.880667,49995400.0,35268130.0,-6.153841,0.0
TLRY,0.686,0.865667,71053100.0,40542160.0,4.918028,0.0
TLRY,0.669,0.850667,41937900.0,41552820.0,-7.812502,1.0
TLRY,0.656,0.833333,37074400.0,41125820.0,3.389838,0.0
TLRY,0.652,0.819667,50762700.0,42983440.0,4.918028,0.0
